Drug_Name,Reason,Description
VITANEURON D3 Capsule 10's,Supplement, reduce hair loss
VITANEURON LC Tablet 10's,Supplement,improves hair growth
VITANEURON OD Capsule 10's,Supplement,"protects your cells from oxidation, and neutralizes unstable free radicals, which can cause damage"
Vitanext Tablet 10'S,Supplement,s indicated as vitamin and micronutrient supplementation in the management of chronic disease
Vitanova 6L Injection 1ml,Supplement, reduce hair loss
Vitanova D3 Drops 15mlVitanova D3 Granules 1gm,Supplement,maintain the hair growth cycle
Vitanova D3 6L Injection 1ml,Supplement,strengthens the hair from the roots
Vitanova D3 DT 1000IU Tablet 10'S,Supplement,improves immunity
Vitanova D3 SG Capsule 4'S,Supplement,improves stability
Vitanova DT 1000IU Tablet 10'S,Supplement,improves resistance
Vitanova SG Capsule 10'S,Supplement,improves immunity
Vitaresp Tablet 10'S,Supplement,improves stability
Vitasafe Tablet 10'S,Supplement,improves resistance
Vitasafe Plus Suspension 100ml,Supplement,"with cytoprotective effects, to help in the healing of wounds from sunburns and thus maintain the integrity of skin"
Vitasonic Q 300mg Capsule 10'SVitasonic MV Tablet 10'SVitasonic Capsule 10'S,Supplement,"lowers the triglyceride level; Triglycerides are another form of fat, present in blood which promotes heart disease"
Vitasonic Plus Capsule 10'S,Supplement, antioxidant and memory enhancement property
Vitasonic Q 100mg Capsule 10'S,Supplement,promotes carbohydrate metabolism and allowing skeletal muscle to oxidize free fatty acids for energy production
Vitastasis D3 60000IU Tablet 4'S,Supplement,improves immunity
Vitasurge Tablet 10'SVitasurge Syrup 200ml,Supplement,improves stability
Vitatrol Plus Capsule 10'S,Supplement,improves resistance
VITATUDE Syrup 200ml,Supplement,"with cytoprotective effects, to help in the healing of wounds from sunburns and thus maintain the integrity of skin"
Vitcobin 500mcg Injection 5ml,Supplement,"lowers the triglyceride level; Triglycerides are another form of fat, present in blood which promotes heart disease"
Vitcofol Drops 15mlVitcofol Injection 10mlVitcofol Syrup 180mlVitcofol C Injection,Supplement, antioxidant and memory enhancement property
Vitcofol Com Syrup 100mlVitcofol Com 100mg Tablet 10'S,Supplement,promotes carbohydrate metabolism and allowing skeletal muscle to oxidize free fatty acids for energy production
Vitcofol HB Capsule 10'S,Supplement,"promotes memory and learning, and nutritionally supports immune function and cardiovascular health"
Vitcol D3 Tablet 4's,Supplement,powerful antioxidant that strengthens and protects living tissue
Vitconyl Capsule 15'SVitconyl Capsule 10'S,Supplement,"protects your cells from oxidation, and neutralizes unstable free radicals, which can cause damage"
VITENCIAL Tablet 10's,Supplement,s indicated as vitamin and micronutrient supplementation in the management of chronic disease
Viter Capsule 10'S,Supplement, reduce hair loss
Viterma Capsule 10'sViterma Capsule 15'S,Supplement,improves hair growth
Vitewel Tablet 10's,Supplement,"protects your cells from oxidation, and neutralizes unstable free radicals, which can cause damage"
Vitewel Od Tablet 10's,Supplement,s indicated as vitamin and micronutrient supplementation in the management of chronic disease
Vitexid Plus Tablet 10'S,Supplement, reduce hair loss
VITEZAVIT Capsule 10's,Supplement,improves hair growth
Vitibex Tablet 10'S,Supplement,"protects your cells from oxidation, and neutralizes unstable free radicals, which can cause damage"
Vitibex Kid Tablet 10'S,Supplement,improves hair growth
VITNEURIN Syrup 100mlVitneurin Injection 2ml,Supplement,reduces hair loss
Actilyse 50mg Injection 50mlActilyse 20mg Injection 20ml,Thrombolysis," used to prevent formation of blood clots , which can lead to atherothrombotic events (such as stroke, heart attack, or death)"
Arixtra 2.5mg Injection 0.5ml,Thrombolysis," used to prevent formation of blood clots , which can lead to atherothrombotic events (such as stroke, heart attack, or death)"
Aspent 60mg Tablet 14'S,Thrombolysis," used to prevent formation of blood clots , which can lead to atherothrombotic events (such as stroke, heart attack, or death)"
Aspigrel 150/75mg Tablet 10'S,Thrombolysis," used to prevent formation of blood clots , which can lead to atherothrombotic events (such as stroke, heart attack, or death)"
Aspigrel Loading 150/75mg Tablet 1'S,Thrombolysis," used to prevent formation of blood clots , which can lead to atherothrombotic events (such as stroke, heart attack, or death)"
BIO Pdf Gel 7.5gm,Thrombolysis," used to prevent formation of blood clots , which can lead to atherothrombotic events (such as stroke, heart attack, or death)"
Clopione 75mg Tablet 14'S,Thrombolysis," used to prevent formation of blood clots , which can lead to atherothrombotic events (such as stroke, heart attack, or death)"
Dabifib 75mg Capsule 10'S,Thrombolysis," used to prevent formation of blood clots , which can lead to atherothrombotic events (such as stroke, heart attack, or death)"
Dabipack 110mg Capsule 10'S,Thrombolysis," used to prevent formation of blood clots , which can lead to atherothrombotic events (such as stroke, heart attack, or death)"
Delay Release Asprin 50mg Tablet 14'S,Thrombolysis," used to prevent formation of blood clots , which can lead to atherothrombotic events (such as stroke, heart attack, or death)"
Elaxim 30mg InjectionElaxim 40mg Injection,Thrombolysis," used to prevent formation of blood clots , which can lead to atherothrombotic events (such as stroke, heart attack, or death)"
Fondaflo 7.5mg Injection 1'S,Thrombolysis," used to prevent formation of blood clots , which can lead to atherothrombotic events (such as stroke, heart attack, or death)"
Fondakem 2.5mg Injection 0.5ml,Thrombolysis," used to prevent formation of blood clots , which can lead to atherothrombotic events (such as stroke, heart attack, or death)"
Hirudoid Cream 5gmHirudal 250IU Cream 14GmHirudoid Cream 14Gm,Thrombolysis," used to prevent formation of blood clots , which can lead to atherothrombotic events (such as stroke, heart attack, or death)"
Icikinase 15Laciu Injection,Thrombolysis," used to prevent formation of blood clots , which can lead to atherothrombotic events (such as stroke, heart attack, or death)"
Lupiflo 1500000IU Injection,Thrombolysis," used to prevent formation of blood clots , which can lead to atherothrombotic events (such as stroke, heart attack, or death)"
Metalyse 40mg Injection,Thrombolysis," used to prevent formation of blood clots , which can lead to atherothrombotic events (such as stroke, heart attack, or death)"
Mirel 18mg Injection,Thrombolysis," used to prevent formation of blood clots , which can lead to atherothrombotic events (such as stroke, heart attack, or death)"
Prasact 10mg Tablet 10'S,Thrombolysis," used to prevent formation of blood clots , which can lead to atherothrombotic events (such as stroke, heart attack, or death)"
Prasumax 5mg Tablet 10'S,Thrombolysis," used to prevent formation of blood clots , which can lead to atherothrombotic events (such as stroke, heart attack, or death)"
Prasuvas 5mg Tablet 10'S,Thrombolysis," used to prevent formation of blood clots , which can lead to atherothrombotic events (such as stroke, heart attack, or death)"
Retefast 18mg Injection 1,Thrombolysis," used to prevent formation of blood clots , which can lead to atherothrombotic events (such as stroke, heart attack, or death)"
Stiloz 50mg Tablet 15'S,Thrombolysis," used to prevent formation of blood clots , which can lead to atherothrombotic events (such as stroke, heart attack, or death)"
Stozic 100mg Tablet 10'S,Thrombolysis," used to prevent formation of blood clots , which can lead to atherothrombotic events (such as stroke, heart attack, or death)"
Thromboflux 1500000IU Injection 10mlThromboflux 750000 IU Injection 5ml,Thrombolysis," used to prevent formation of blood clots , which can lead to atherothrombotic events (such as stroke, heart attack, or death)"
Thrombostat 30mg Injection(Pfs) 0.3ml,Thrombolysis," used to prevent formation of blood clots , which can lead to atherothrombotic events (such as stroke, heart attack, or death)"
Tirocip Injection 100ml,Thrombolysis," used to prevent formation of blood clots , which can lead to atherothrombotic events (such as stroke, heart attack, or death)"
TROCEM M Tablet 10's,Thrombolysis," used to prevent formation of blood clots , which can lead to atherothrombotic events (such as stroke, heart attack, or death)"
U Frag 5000 IU Injection 1'SU Frag 500000 IU Injection 1'SU Frag 1000000 IU Injection 1'S,Thrombolysis," used to prevent formation of blood clots , which can lead to atherothrombotic events (such as stroke, heart attack, or death)"
UNI Kinase 10IU Injection,Thrombolysis," used to prevent formation of blood clots , which can lead to atherothrombotic events (such as stroke, heart attack, or death)"
Velix 40mg InjectionVelix 50mg Injection 1'SVelix 30mg Injection,Thrombolysis," used to prevent formation of blood clots , which can lead to atherothrombotic events (such as stroke, heart attack, or death)"
ABHAY TOX Injection 0.5ml,Vaccines,used to treat rabies
Acthib Vaccine 1'S,Vaccines,used to prevent hepatitis B infection
Adacel Injection 0.5ml,Vaccines,used to prevent hepatitis B infection
Aggs 10000IU Injection 1'S,Vaccines,used to prevent hepatitis B infection
Agrippal S1 0.5ml Injection 1'S,Vaccines,used to prevent hepatitis B infection
Asvs Injection 10ml,Vaccines,used to prevent hepatitis B infection
Atgam 250mg Injection 5ml,Vaccines,used to prevent hepatitis B infection
Avaxim 80mg InjectionAvaxim 160IU Injection 0.5ml,Vaccines,used to prevent hepatitis B infection
Beats 1500IU Injection 1ml,Vaccines,used to prevent hepatitis B infection
Berab 2.5Iu Injection 0.5ml,Vaccines,used to prevent hepatitis B infection
Berirab P 300 IU Injection 2mlBerirab P 750mg Injection 5ml,Vaccines,used to prevent hepatitis B infection
Bett Injection 5mlBett Injection 0.5ml,Vaccines,used to prevent hepatitis B infection
Bevac Injection 0.5ml,Vaccines,used to prevent hepatitis B infection
Bharglob 10% Injection 1mlBharglob 16.50% Injection 1mlBharglob 16.5% Injection 2ml,Vaccines,used to prevent hepatitis B infection
Biovac 25Mcg Injection 10ml,Vaccines,used to prevent hepatitis B infection
Biovac A Injection 0.5ml,Vaccines,used to prevent hepatitis B infection
Biovac B 100mcg Injection 10mlBiovac B 10mcg Injection 0.5ml,Vaccines,used to prevent hepatitis B infection
Biovac Flu ML Injection 0.5ml,Vaccines,used to prevent hepatitis B infection
Biovac Typhoid 25Mcg Injection 0.5ml,Vaccines,used to prevent hepatitis B infection
Biovac V Injection 0.5ml,Vaccines,used to prevent hepatitis B infection
Boostrix Injection,Vaccines,used to prevent hepatitis B infection
CARIG 1200iu Injection 1's,Vaccines,used to prevent hepatitis B infection
Cefvac B Injection 1ml,Vaccines,used to prevent hepatitis B infection
Cervarix 20mcg Injection 0.5ml,Vaccines,used to prevent hepatitis B infection
Clindazole Suppository 3'S,Vaccines,used to prevent hepatitis B infection
Combefive Injectionpfs 0.5mlCombefive Injection 0.5ml,Vaccines,used to prevent hepatitis B infection
Dysport 500 IU Injection 1'S,Vaccines,used to prevent hepatitis B infection
Easyfive TT Injectionpfs 1'S,Vaccines,used to prevent hepatitis B infection
Easyfour TT Injectionpfs 0.5ml,Vaccines,used to prevent hepatitis B infection
Easysix Injectionpfs 0.5ml,Vaccines,used to prevent hepatitis B infection
Elovac B Injection 5ml,Vaccines,used to prevent hepatitis B infection
Engerix B Adult 20mcg Injection 1mlEngerix B Paed 10mcg Injection 0.5ml,Vaccines,used to prevent hepatitis B infection
Enteroshield Injection(Pfs) 0.5ml,Vaccines,used to prevent hepatitis B infection
Equirab 1500 IU Injection 5ml,Vaccines,used to prevent hepatitis B infection
Fluarix Injection 0.5ml,Vaccines,used to prevent hepatitis B infection
Fluquadri Injection 0.25mlFluquadri Injection(Pfs) 0.5ml,Vaccines,used to prevent hepatitis B infection
Gamma I.V. 500 mg Injection 10mlGamma I.V. 5000 mg Infusion 100ml,Vaccines,used to prevent hepatitis B infection
Gammarp Injection 1'S,Vaccines,used to prevent hepatitis B infection
Gamunex 10% Infusion 50ml,Vaccines,used to prevent hepatitis B infection
Gardasil Injection(Pfs) 0.5mlGardasil Injection 0.5ml,Vaccines,used to prevent hepatitis B infection
Genevac B Injection 1mlGenevac B Injection 10mlGenevac B Injection 0.5ml,Vaccines,used to prevent hepatitis B infection
Glataxone Injection,Vaccines,used to prevent hepatitis B infection
Glatira 20mg Injection 1ml,Vaccines,used to prevent hepatitis B infection
Glatirex Injection 1'S,Vaccines,used to prevent hepatitis B infection
Globucel 1000mg Injection 1'SGlobucel 10gm Infusion 100mlGlobucel 5gm Infusion 100ml,Vaccines,used to prevent hepatitis B infection
Globuprime 5gm Injection 100ml,Vaccines,used to prevent hepatitis B infection
Globuwok Injection 100ml,Vaccines,used to prevent hepatitis B infection
Grafalon 20mg Infusion 5ml,Vaccines,used to prevent hepatitis B infection
Havrix 720 Paediatric Injection 0.5mlHavrix 360IU Injection 0.5mlHavrix 1440IU Injection 1ml,Vaccines,used to prevent hepatitis B infection
Hepabsv 100IU Injection 0.5ml,Vaccines,used to prevent hepatitis B infection
Hepashield 20mcg Injection 1ml,Vaccines,used to prevent hepatitis B infection
Hepatitis B Prefilled Syringe 5ml,Vaccines,used to prevent hepatitis B infection
Heppacineb 20mcg Injection 1ml,Vaccines,used to prevent hepatitis B infection
Hexaxim Vaccine 0.5ml,Vaccines,used to prevent hepatitis B infection
Hib Pro Injection 0.5ml,Vaccines,used to prevent hepatitis B infection
Hiberix 0.033mg Injection 0.5ml,Vaccines,used to prevent hepatitis B infection
Histoglob Injection 1ml,Vaccines,used to prevent hepatitis B infection
Ibivac Vaccine 0.5ml,Vaccines,used to prevent hepatitis B infection
Igantet 250IU Injection 1'S,Vaccines,used to prevent hepatitis B infection
Igwok 5% Injection 100ml,Vaccines,used to prevent hepatitis B infection
Immunorel 2.5gm Injection 50mlImmunorel 5% Injection 20mlImmunorel 5% Injection 100ml,Vaccines,used to prevent hepatitis B infection
Imovax Polio Injection 0.5ml,Vaccines,used to prevent hepatitis B infection
Infanrix Injection 0.5ml,Vaccines,used to prevent hepatitis B infection
Influgen Injection 0.5mlInflugen Injection 0.25ml,Vaccines,used to prevent hepatitis B infection
Influvac 2008/2009 Injection 0.5mlInfluvac Injection 0.5ml,Vaccines,used to prevent hepatitis B infection
Influvac Adult Vaccine 0.5ml,Vaccines,used to prevent hepatitis B infection
Influvac Junior Vaccine 0.25ml,Vaccines,used to prevent hepatitis B infection
INFLUVAC NH JUNIOR 2016/2017 Injection(Pfs) 0.25ml,Vaccines,used to prevent hepatitis B infection
Infuwok Injection 0.5ml,Vaccines,used to prevent hepatitis B infection
Intalfa 5Miu Injection 1'S,Vaccines,used to prevent hepatitis B infection
Iviglob EX 5gm Injection 100ml,Vaccines,used to prevent hepatitis B infection
JE Shield Injection 0.5ml,Vaccines,used to prevent hepatitis B infection
Jeev 6Mcg Injection 0.5mlJeev 3Mcg Injection 0.5mlJeev 3Mcg Injectionpfs 0.5mlJeev 6Mcg Injectionpfs 0.5ml,Vaccines,used to prevent hepatitis B infection
Lenome 10mg Capsule 30'SLenome 25mg Capsule 30'S,Vaccines,used to prevent hepatitis B infection
Lupienza Injection 0.5ml,Vaccines,used to prevent hepatitis B infection
M Vac Injection 0.5ml,Vaccines,used to prevent hepatitis B infection
Menactra Injection 0.5ml,Vaccines,used to prevent hepatitis B infection
Mencevax Acwy Vaccine,Vaccines,used to prevent hepatitis B infection
Meningococcal A&C 50/50 Mcg Injection 0.5ml,Vaccines,used to prevent hepatitis B infection
Nasovac S Injection 0.5ml,Vaccines,used to prevent hepatitis B infection
Novohib Injection(Pfs) 0.5ml,Vaccines,used to prevent hepatitis B infection
Okavax Vaccine 0.5ml,Vaccines,used to prevent hepatitis B infection
Onco Bcg 40mg Vaccine,Vaccines,used to prevent hepatitis B infection
Oncovac 40mg Injection,Vaccines,used to prevent hepatitis B infection
Pars 1000IU Injection,Vaccines,used to prevent hepatitis B infection
Pentashield Injection(Pfs) 0.5ml,Vaccines,used to prevent hepatitis B infection
Pentavac SD (1Dose) Vaccine 0.5ml,Vaccines,used to prevent hepatitis B infection
Pentaxim Injection 0.5ml,Vaccines,used to prevent hepatitis B infection
Pneumo 23 Injection 0.5ml,Vaccines,used to prevent hepatitis B infection
Pneumovax 23 Injection 0.5ml,Vaccines,used to prevent hepatitis B infection
Polio Sabin Oral Drops 25ml,Vaccines,used to prevent hepatitis B infection
POLIOVAC Prefilled Syringe 0.5ml,Vaccines,used to prevent hepatitis B infection
Prevenar 13 Vaccine 0.5ml,Vaccines,used to prevent hepatitis B infection
Prevenar 7 Injection 0.5ml,Vaccines,used to prevent hepatitis B infection
Priorix Monodose Vaccine 1'S,Vaccines,used to prevent hepatitis B infection
Priorix Tetra Vaccine 0.5ml,Vaccines,used to prevent hepatitis B infection
Pulmovax 23 Vaccine,Vaccines,used to prevent hepatitis B infection
Quadri Meningo Injection 0.5ml,Vaccines,used to prevent hepatitis B infection
Quadrovax Injection 0.5ml,Vaccines,used to prevent hepatitis B infection
Quinvaxem Vaccine 0.5ml,Vaccines,used to prevent hepatitis B infection
R Vac Vaccine 0.5ml,Vaccines,used to prevent hepatitis B infection
Rabipur 2.5Iu Injection 1ml,Vaccines,used to prevent hepatitis B infection
Rabishield 100IU Injection 2.5ml,Vaccines,used to prevent hepatitis B infection
Rabivax S Vaccine 1ml,Vaccines,used to prevent hepatitis B infection
Rebif 44Mcg Injection 1'S,Vaccines,used to prevent hepatitis B infection
Repoitin 10000IU Injection 1'S,Vaccines,used to prevent hepatitis B infection
Revac B Multi Injection 10mlRevac B Paediatric Injection 0.5ml,Vaccines,used to prevent hepatitis B infection
Revac B Injection 10ml,Vaccines,used to prevent hepatitis B infection
Revac B Adult Injection 1ml,Vaccines,used to prevent hepatitis B infection
Revacb Vaccine 10ml,Vaccines,used to prevent hepatitis B infection
RHESUMAN 300mcg Injection 1's,Vaccines,used to prevent hepatitis B infection
Rhoclone 300mcg Injection 15mlRhoclone 150mcg Injection 1'S,Vaccines,used to prevent hepatitis B infection
Rhogam 300mg Injection,Vaccines,used to prevent hepatitis B infection
Rotarix Injection 1'SROTARIX Oral Vaccine 1ml,Vaccines,used to prevent hepatitis B infection
ROTASIIL Oral Vaccine 2.5mlRotasiil Injection 2.5ml,Vaccines,used to prevent hepatitis B infection
ROTASURE Oral Vaccine 0.5mlRotasure Vaccine 1'S,Vaccines,used to prevent hepatitis B infection
ROTATEQ Oral Vaccine 2mlRotateq Injection 2ml,Vaccines,used to prevent hepatitis B infection
Samhep 100IU Injection 1'S,Vaccines,used to prevent hepatitis B infection
Shanchol Injection 1.5ml,Vaccines,used to prevent hepatitis B infection
Shantyph Injection 2.5ml,Vaccines,used to prevent hepatitis B infection
Shanvac B Paediatric Injection 0.5ml,Vaccines,used to prevent hepatitis B infection
Shanvac B 20mcg Injection 2ml,Vaccines,used to prevent hepatitis B infection
Shanvac B Adult Injection 1ml,Vaccines,used to prevent hepatitis B infection
Shanvac B Multidose Injection 10ml,Vaccines,used to prevent hepatitis B infection
SII Onco Bcg Injection 1'S,Vaccines,used to prevent hepatitis B infection
SII TD Vac Injection 1'S,Vaccines,used to prevent hepatitis B infection
Sitrodin HP 150IU Injection 1'S,Vaccines,used to prevent hepatitis B infection
Snake Antivenin Injection 10ml,Vaccines,used to prevent hepatitis B infection
Stamaril Vaccine 0.5ml,Vaccines,used to prevent hepatitis B infection
Sure Rab Vaccine 1ml,Vaccines,used to prevent hepatitis B infection
Synflorix Injection 0.5ml,Vaccines,used to prevent hepatitis B infection
Tetanus Toxoid Injection 10X0.5mlTetanus Toxoid Injection 5mlTetanus Toxoid Injection 50X0.5ml,Vaccines,used to prevent hepatitis B infection
Tetglob 250IU InjectionTetglob 1000 IU Injection 1mlTetglob 500IU Injection,Vaccines,used to prevent hepatitis B infection
Thymogam 250 mg Injection 5ml,Vaccines,used to prevent hepatitis B infection
Tresivac Injection 0.5mlTresivac Mmr Injection 0.5ml,Vaccines,used to prevent hepatitis B infection
Tripacel Vaccine 0.5ml,Vaccines,used to prevent hepatitis B infection
Triple Antigen Injection 0.5ml,Vaccines,used to prevent hepatitis B infection
Tripvac Injection 0.5ml,Vaccines,used to prevent hepatitis B infection
Tritanrix HB Injection 0.5ml,Vaccines,used to prevent hepatitis B infection
TT (Cipla) Injection 5ml,Vaccines,used to prevent hepatitis B infection
Tubervac Vaccine,Vaccines,used to prevent hepatitis B infection
Twinrix Adult Vaccine 1'S,Vaccines,used to prevent hepatitis B infection
Twinrix Paed Vaccine 1'S,Vaccines,used to prevent hepatitis B infection
Typbar Tcv Pfs Vaccine 0.5ml,Vaccines,used to prevent hepatitis B infection
Typherix Injection 0.5ml,Vaccines,used to prevent hepatitis B infection
Typhim VI Injection 0.5ml,Vaccines,used to prevent hepatitis B infection
Typho VI Injection 0.5ml,Vaccines,used to prevent hepatitis B infection
Vactyph Injection 0.5ml,Vaccines,used to prevent hepatitis B infection
Varilrix Vaccine 0.5ml,Vaccines,used to prevent hepatitis B infection
Variped Vaccine,Vaccines,used to prevent hepatitis B infection
Varivax Vaccine 0.5ml,Vaccines,used to prevent hepatitis B infection
Varivaxo 0.5ml Injection 1'S,Vaccines,used to prevent hepatitis B infection
Vaxiflu Injection 0.5ml,Vaccines,used to prevent hepatitis B infection
Vaxiflu S Injection 0.5mlVaxiflu S Injection 5ml,Vaccines,used to prevent hepatitis B infection
Vaxigrip Adult Injection 0.5ml,Vaccines,used to prevent hepatitis B infection
Vaxigrip Paediatric Injection 0.25ml,Vaccines,used to prevent hepatitis B infection
Vaxirab N InjectionVaxirab Injection 1'S,Vaccines,used to prevent hepatitis B infection
Vaxtar 5 Vaccine 0.5ml,Vaccines,used to prevent hepatitis B infection
Verorab Injection 1'S,Vaccines,used to prevent hepatitis B infection
Vinobulin 100mg InjectionVinobulin 300mcg Injection 2ml,Vaccines,used to prevent hepatitis B infection
Winrho Sdf 300mcg Injection 1ml,Vaccines,used to prevent hepatitis B infection
Worab Injection 0.5ml,Vaccines,used to prevent hepatitis B infection
Xprab Injection,Vaccines,used to prevent hepatitis B infection
Zavinex 3Miu Injection 1'S,Vaccines,used to prevent hepatitis B infection
Zostavax Injection 0.65ml,Vaccines,used to prevent hepatitis B infection
Zuvicella Injection 0.5ml,Vaccines,used to prevent hepatitis B infection
Zuvirab Injection 1'S,Vaccines,used to prevent hepatitis B infection
Aldryl Capsule 10'S,Vertigo,"used to treat conditions such as hay fever, rashes (nettle rash or hives)"
Apizine 5mg Syrup 200ml,Vertigo, used to treat difficult sleeping (insomnia)
Apizine Plus 5mg Syrup 200ml,Vertigo,treat vomiting (travel sickness)
Avomine Tablet 10'S,Vertigo,"used to treat conditions such as hay fever, rashes (nettle rash or hives)"
B Stil 16mg Tablet 10'SB Stil 8mg Tablet 10'SB Stil 24mg Tablet 10'S,Vertigo, used to treat difficult sleeping (insomnia)
BALANSE 8mg Tablet 10'sBALANSE 16mg Tablet 10's,Vertigo,treat vomiting (travel sickness)
Best 16mg Tablet 10'S,Vertigo,treat hearing difficulty
Beta Stil 8mg Tablet 10'S,Vertigo,treat dizziness
Betacitam Tablet 10'S,Vertigo,treat ringing in the ears (tinnitus)
Betahist Forte Tablet 10'SBetahist Tablet 10'S,Vertigo,"used to treat conditions such as hay fever, rashes (nettle rash or hives)"
Betavert MD 10mg Tablet 10Betavert OD 48mg Tablet 10'SBetavert 16mg Tablet 10'SBetavert 24mg Tablet 10'SBetavert 8mg Tablet 10'S,Vertigo, used to treat difficult sleeping (insomnia)
Betavert OD 16mg Tablet 10'SBetavert OD 24mg Tablet 10'S,Vertigo,treat vomiting (travel sickness)
BHT 8mg Tablet 10'SBHT 16mg Tablet 10'S,Vertigo,"used to treat conditions such as hay fever, rashes (nettle rash or hives)"
Biohistin 8mg Tablet 10'SBiohistin 16mg Tablet 10'S,Vertigo, used to treat difficult sleeping (insomnia)
Bixro 8Mg Tablet 10'sBixro 16Mg Tablet 10's,Vertigo,treat vomiting (travel sickness)
Bukatel 3mg Tablet 7'S,Vertigo,treat hearing difficulty
Bvert 16mg Tablet 10'SBvert 8mg Tablet 10'SBvert 24mg Tablet 10'S,Vertigo,treat dizziness
Bvert OD 48mg Tablet 10'SBvert OD 32mg Tablet 10'SBvert OD 24mg Tablet 10'S,Vertigo,treat ringing in the ears (tinnitus)
Cimenza 20/40mg Tablet 10'S,Vertigo,"used to treat conditions such as hay fever, rashes (nettle rash or hives)"
Cinaver 25mg Tablet 10'S,Vertigo, used to treat difficult sleeping (insomnia)
Cindrate Tablet 10'S,Vertigo,treat vomiting (travel sickness)
CINRIZAL 25mg Tablet 10's,Vertigo,"used to treat conditions such as hay fever, rashes (nettle rash or hives)"
CINRIZAL D Tablet 10's,Vertigo, used to treat difficult sleeping (insomnia)
CINRIZAL FORTE 75mg Tablet 10's,Vertigo,treat vomiting (travel sickness)
Cintigo 25mg Tablet 10'S,Vertigo,treat hearing difficulty
Cintigo Forte Tablet 10'S,Vertigo,treat dizziness
Cinzan 75mg Tablet 10'SCinzan 25mg Tablet 10'SCinzan DT 75mg Tablet 10'S,Vertigo,treat ringing in the ears (tinnitus)
Cinzan DT 25mg Tablet 10'S,Vertigo,"used to treat conditions such as hay fever, rashes (nettle rash or hives)"
Diligan 25mg Tablet 15'S,Vertigo, used to treat difficult sleeping (insomnia)
Diligan CD Tablet 10'S,Vertigo,treat vomiting (travel sickness)
Dizikind MD Tablet 10'S,Vertigo,"used to treat conditions such as hay fever, rashes (nettle rash or hives)"
Dizikind MD 75mg Tablet 10'S,Vertigo, used to treat difficult sleeping (insomnia)
Diziliv Tablet 10'S,Vertigo,treat vomiting (travel sickness)
Diziron 75mg Tablet 10'SDiziron 25mg Tablet 20'S,Vertigo,treat hearing difficulty
Diziron D Tablet 10'S,Vertigo,treat dizziness
Dizitac Tablet 10'S,Vertigo,treat ringing in the ears (tinnitus)
Domgil 15/20mg Tablet 10'S,Vertigo,treat disorders of the inner ear that may affect balance (vertigo)
Draminate 50mg Tablet 10'S,Vertigo,relieve the symptoms of travel (motion) sickness such as feeling sick and being sick
E Brium (Med Manor) Tablet 10'S,Vertigo,treat ringing in the ears (tinnitus)
Eldatin 16mg Tablet 10'S,Vertigo,"used to treat conditions such as hay fever, rashes (nettle rash or hives)"
Emidoxyn MD Tablet 10'S,Vertigo, used to treat difficult sleeping (insomnia)
Emidoxyn Forte Tablet 10'S,Vertigo,treat vomiting (travel sickness)
Emigan 5mg Injection 2ml,Vertigo,"used to treat conditions such as hay fever, rashes (nettle rash or hives)"
Emin Tablet 10'S,Vertigo, used to treat difficult sleeping (insomnia)
Emvex 16mg Tablet 10'SEmvex 8mg Tablet 10'S,Vertigo,treat vomiting (travel sickness)
Estanox 16mg Tablet 10'S,Vertigo,treat hearing difficulty
GB VERT 16mg Tablet 10'sGB Vert Tablet 10'S,Vertigo,treat dizziness
Gemvert Tablet 10'S,Vertigo,treat ringing in the ears (tinnitus)
Gidihist 16mg Tablet 10'SGidihist 24mg Tablet 10'SGidihist 8mg Tablet 10'S,Vertigo,treat disorders of the inner ear that may affect balance (vertigo)
Gravol 50mg Tablet 10'S,Vertigo,relieve the symptoms of travel (motion) sickness such as feeling sick and being sick
Haldol 1.5mg Tablet 10'SHaldol 0.5mg Tablet 10'SHaldol 2.5mg Tablet 10'S,Vertigo,treat ringing in the ears (tinnitus)
Meni 16mg Tablet 10'SMeni 4mg Tablet 10'SMeni 8mg Tablet 10'S,Vertigo,"used to treat conditions such as hay fever, rashes (nettle rash or hives)"
Merislon 6mg Tablet 10'SMerislon 12mg Tablet 10'S,Vertigo, used to treat difficult sleeping (insomnia)
Methargo 0.20mg Injection 1mlMethargo 0.125mg Tablet 10'S,Vertigo,treat vomiting (travel sickness)
Mexiphen MD Tablet 10'S,Vertigo,"used to treat conditions such as hay fever, rashes (nettle rash or hives)"
MOGRAIN 10mg Tablet 10's,Vertigo, used to treat difficult sleeping (insomnia)
MOSIC 20mg Tablet 10's,Vertigo,treat vomiting (travel sickness)
Msbeta 6mg Tablet 10'S,Vertigo,treat hearing difficulty
Nausetil 5mg Tablet 10'S,Vertigo,treat dizziness
Neuvert 8mg Tablet 10'SNeuvert 16mg Tablet 10'SNeuvert 24mg Tablet 10'S,Vertigo,treat ringing in the ears (tinnitus)
Nimpod 30mg Tablet 10'S,Vertigo,treat disorders of the inner ear that may affect balance (vertigo)
NOVERT 16mg Tablet 10's,Vertigo,relieve the symptoms of travel (motion) sickness such as feeling sick and being sick
Nurohist 24mg Tablet 10'SNurohist 16mg Tablet 10'SNurohist 8mg Tablet 10'S,Vertigo,treat ringing in the ears (tinnitus)
Phena Kid Syrup 60ml,Vertigo,"used to treat conditions such as hay fever, rashes (nettle rash or hives)"
Phenamin Syrup 60mlPhenamin 25mg Injection 1'S,Vertigo, used to treat difficult sleeping (insomnia)
